pl_name,period,radius,depth,star_temp,star_radius,insolation,label_raw,source,label,log_period,log_insolation,radius_star_ratio,density_proxy,planet_temp_estimate
K02585.03,7.87845756,0.78,44.1,5767.0,1.135,226.11,CANDIDATE,Kepler,-1.0,2.1836278437186016,5.425434481607502,0.6872246696035242,0.19700041275814592,4894.544534284289
K04349.01,372.72688,3.52,331.7,6148.0,1.615,2.67,FALSE POSITIVE,Kepler,0.0,5.9235252632597435,1.3001916620664788,2.179566563467492,0.06796450958773653,904.9191259316988
K04413.01,9.9398272,101.71,478.6,5798.0,0.941,106.5,FALSE POSITIVE,Kepler,0.0,2.392410001622288,4.677490847567717,108.08714133900106,22.001101841964175,3989.0419883914888
K04414.01,0.866346,1.24,116.4,6241.0,1.131,5186.18,FALSE POSITIVE,Kepler,0.0,0.6239825086018522,8.553945475889261,1.0963748894783378,1.3644598749964554,15945.010146248533
K04415.01,0.885129679,1.21,177.3,5792.0,0.864,2373.06,FALSE POSITIVE,Kepler,0.0,0.6339966137591553,7.772356848649731,1.400462962962963,1.312544696594639,12795.786199906353
K04416.01,56.898749,6.33,514.0,9189.0,2.692,355.22,FALSE POSITIVE,Kepler,0.0,4.058695778127915,5.875548517510639,2.351411589895988,0.42789304885600027,4469.29912554557
K04417.01,0.438153876,14.0,164.8,6032.0,0.929,8008.07,FALSE POSITIVE,Kepler,0.0,0.36336026052812215,8.9883299284528,15.069967707212054,24.26853704928673,19639.97194485312
K04210.01,398.40957,3.33,880.3,6251.0,1.119,1.44,FALSE POSITIVE,Kepler,0.0,5.989987381636068,0.8919980393051105,2.9758713136729225,0.061502257736647706,740.772179207001
K04211.01,0.696286519,1.34,120.8,5904.0,0.867,3537.89,FALSE POSITIVE,Kepler,0.0,0.5284414611909019,8.171568397635783,1.5455594002306805,1.7057398951701732,14731.497837342009
K04212.01,5.79179934,1.69,118.5,6174.0,1.318,528.14,CONFIRMED,Kepler,1.0,1.9157159049919428,6.271253047128145,1.282245827010622,0.5240157814575567,6585.709638287672
K00571.05,129.945392,1.18,500.1,3751.0,0.443,0.23,CONFIRMED,Kepler,1.0,4.874780381331137,0.20701416938432615,2.6636568848758464,0.04599473117930783,489.7263675235617
K02433.04,27.9040511,2.19,300.2,6325.0,1.112,49.53,CANDIDATE,Kepler,-1.0,3.3639817617651713,3.9225672193038172,1.9694244604316544,0.23804877035613353,2823.3472502755476
K04280.01,1.39772545,1.58,181.3,6006.0,1.114,2275.72,FALSE POSITIVE,Kepler,0.0,0.8745205588079976,7.7304910896838335,1.4183123877917414,1.263889691440726,11989.525314231738
K02505.02,12.4246697,168.91,424.0,6550.0,1.59,344.8,FALSE POSITIVE,Kepler,0.0,2.5970940367403057,5.84586057324919,106.23270440251572,31.48706111751966,5239.410646241172
K04281.01,383.00806,2.2,632.1,5750.0,0.882,0.72,FALSE POSITIVE,Kepler,0.0,5.950663541950782,0.5423242908253617,2.4943310657596376,0.04171421468477664,616.9971852169839
K04282.01,0.847588864,0.91,67.1,6335.0,1.072,5000.82,FALSE POSITIVE,Kepler,0.0,0.6138814722775174,8.51755712518431,0.8488805970149254,1.016056591425263,15930.756260706743
K04283.01,331.81534,1.84,370.3,6029.0,0.956,1.2,FALSE POSITIVE,Kepler,0.0,5.807587801634769,0.7884573603642702,1.9246861924686194,0.03839018307025512,723.6207339993048
K04350.01,1.75649346,1.62,27.5,6619.0,3.05,13425.76,FALSE POSITIVE,Kepler,0.0,1.0139593864708705,9.505005009480843,0.5311475409836066,1.112800528225802,19503.117370798744
K04351.01,0.644322147,24.39,1076.6,5136.0,0.612,1516.94,CANDIDATE,Kepler,-1.0,0.49732823060069187,7.325109431482715,39.85294117647059,32.694630036616665,11192.682865471046
K04352.01,1.8912501,23.5,731.0,4883.0,0.794,427.26,FALSE POSITIVE,Kepler,0.0,1.0616889691506275,6.05973048777807,29.59697732997481,15.366273292492256,7074.691320253256
K04353.01,17.8075656,3.92,1511.0,6194.0,0.981,71.56,CANDIDATE,Kepler,-1.0,2.9342592144163815,4.2844138058068815,3.9959225280326196,0.5748435972308389,3250.786372058709
K04354.01,0.996023763,18.36,98.3,6110.0,1.077,3727.96,FALSE POSITIVE,Kepler,0.0,0.6911570831290258,8.223884653384898,17.04735376044568,18.408830979650535,14206.896420293771
K04355.01,36.616669,1.68,237.4,5780.0,1.0,21.35,FALSE POSITIVE,Kepler,0.0,3.6274472766246757,3.106826321059578,1.68,0.1523550049384177,2135.863152701929
K04418.01,333.03842,3.19,1260.0,5743.0,0.903,0.89,CANDIDATE,Kepler,-1.0,5.8112560163013836,0.636576829071551,3.5326688815060905,0.06639384058983942,668.6833735753694
K02949.02,3.75030469,0.87,35.5,5866.0,1.339,842.07,CANDIDATE,Kepler,-1.0,1.5582087612524884,6.737049991327922,0.6497386109036595,0.36041944807472215,7837.617645626729
K04419.01,0.259819659,1.22,231.5,3939.0,0.526,1410.9,CANDIDATE,Kepler,-1.0,0.23096858294185102,7.252691594015479,2.3193916349809887,2.996253067823099,12532.215400926054
K04420.01,0.566795467,0.67,38.2,5642.0,1.056,6076.99,FALSE POSITIVE,Kepler,0.0,0.4490324296473249,8.712429328197333,0.634469696969697,0.9782665949580976,17220.14717657828
K04421.01,4.72693131,0.61,26.2,5950.0,1.196,495.58,CANDIDATE,Kepler,-1.0,1.7451798392765816,6.207744598400789,0.5100334448160535,0.21657598957624344,6692.338692491466
